hot_inlet_temperature_k,cold_inlet_mass_flow_kg_s,hot_outlet_temperature_k,cold_outlet_temperature_k,hx_1_heat_load_kw,hot_outlet_pressure_pa,cold_outlet_pressure_pa,hot_outlet_mass_flow_kg_s,cold_outlet_mass_flow_kg_s,hx_1_logarithmic_mean_temperature_difference_lmtd_k,hot_inlet_temperature_k_noisy,cold_inlet_mass_flow_kg_s_noisy,hot_outlet_temperature_k_noisy,cold_outlet_temperature_k_noisy,hx_1_heat_load_kw_noisy,hot_outlet_pressure_pa_noisy,cold_outlet_pressure_pa_noisy,hot_outlet_mass_flow_kg_s_noisy,cold_outlet_mass_flow_kg_s_noisy,hx_1_logarithmic_mean_temperature_difference_lmtd_k_noisy
379.211,3.5,375.1,2011.51,76.3742,500000,100000,1,3.5,76.3742,383.4599167059905,3.3222589345960305,363.2128166068002,1823.180289823638,91.56460665697516,490049.646039518,89448.73004023805,0.94119568534086,3.5211977549624085,63.93105653183591
379.211,4.0,375.032,2011.51,76.6616,500000,100000,1,4.0,76.6616,382.68726526690233,4.158299487194592,312.8904556171393,2036.022901238142,74.67288508516434,538502.92211729,101373.56600763464,0.9774014438309796,4.196970830220829,86.02526352909086
379.211,4.5,374.979,2011.51,76.886,500000,100000,1,4.5,76.886,397.2315587051185,4.9076000489686304,395.472517900733,1830.399693628785,77.5346075501486,534845.8311174709,105463.76468174432,0.9982900345080932,3.940727898247216,89.46935586154706
379.211,5.0,374.936,2011.51,77.0661,500000,100000,1,5.0,77.0661,402.6806780739884,4.5325670845112525,401.95865878177744,2232.969395724091,65.44862048618891,551125.0227770355,104822.44116010625,0.9403808590420478,4.9628301730377045,77.72629934135217
381.231,0.5,377.827,2011.51,64.866,500000,100000,1,0.5,64.866,350.83873746050824,0.4984174194304666,357.6411382759835,2191.102262718549,52.24876524345423,484326.5470613847,102356.568809885,1.003776204409866,0.51990765845388,59.704779582793606
381.231,1.0,376.194,2011.51,71.7587,500000,100000,1,1.0,71.7587,359.7935785343279,1.0088954195705828,364.9583872056261,2206.9760729567533,75.04811891723422,456211.8356409683,95163.28943019063,0.9534342418806676,0.9991658196924654,80.96659425374735
381.231,1.5,375.601,2011.51,74.2592,500000,100000,1,1.5,74.2592,376.48535743555874,1.5010065364041345,393.5951821121898,2303.512317857796,88.17214735756312,511385.65742993646,92858.53887774624,0.8978802082164665,1.631227228596665,64.20340424943095
381.231,2.0,375.296,2011.51,75.5496,500000,100000,1,2.0,75.5496,394.9084675859675,1.9952141072347245,304.3763979480954,1979.7918802744296,79.13382898016218,503168.0058085557,96539.78316063609,0.9071707895801596,1.8782486519169863,63.37276463822063
381.231,2.5,375.109,2011.51,76.337,500000,100000,1,2.5,76.337,356.3657893926517,2.5608426877697577,327.2881702049146,2110.168509738533,72.90511998771362,505110.84274856985,108002.55170099575,1.076245075988835,2.427636981775081,61.35090711838624
381.231,3.0,374.983,2011.51,76.8675,500000,100000,1,3.0,76.8675,366.1176148641897,2.9263690657659653,432.35103001326286,1794.347115175182,80.44742370650599,511128.2833413641,102418.25509364436,1.0331994384726535,3.0812601524862737,82.51139415182992
381.231,3.5,374.893,2011.51,77.2491,500000,100000,1,3.5,77.2491,392.9379692612128,3.3566152212714497,377.88018415771865,1599.901662219226,84.21786175868979,442182.5634536676,99485.9543759695,0.9222096031899444,3.309980394233053,71.56546873628888
381.231,4.0,374.824,2011.51,77.5368,500000,100000,1,4.0,77.5368,387.1639103833393,4.230582651240962,397.805302765108,2004.9981816459624,95.92404771839917,478472.7374021269,102025.49788834465,1.069409659962086,3.908517100540058,71.42380080001627
381.231,4.5,374.771,2011.51,77.7614,500000,100000,1,4.5,77.7614,413.3905346340175,4.278210067478819,378.11349624817865,2084.9842648610866,69.3139625591552,491323.6497227408,98380.74531065828,1.0084548385271206,4.736964833987886,81.75222616293763
381.231,5.0,374.728,2011.51,77.9417,500000,100000,1,5.0,77.9417,354.87269378823675,5.03387284307919,332.1255224618652,2059.573936110792,82.41676443633965,491129.7222299052,92830.06607400764,1.091030671262085,5.069464179427594,65.00379417579215
383.251,0.5,377.627,2011.51,65.7115,500000,100000,1,0.5,65.7115,400.9989235634524,0.538533028620033,336.11640649518296,1951.0222090862896,56.66626639611001,522202.68930765474,86344.1428333099,0.9974136728257712,0.4653987677982189,60.22806329619995
383.251,1.0,375.991,2011.51,72.6175,500000,100000,1,1.0,72.6175,382.2883097157754,1.0000111973997894,365.6150359400788,2564.866048466416,74.72902826677745,509773.7177818692,96967.93829353507,1.0039533631543789,0.9902844842075468,66.31157298455076
383.251,1.5,375.397,2011.51,75.1219,500000,100000,1,1.5,75.1219,370.5534390880122,1.3580974820635747,406.1795215625931,1886.548086259523,63.48402863314303,506948.2592616661,102752.87901642472,0.9100802364315292,1.4691955599593765,75.06685004366001
383.251,2.0,375.091,2011.51,76.4142,500000,100000,1,2.0,76.4142,360.0448415212419,2.0815594244596163,386.0065092093871,1990.5924706642031,55.4214739110892,504356.5628152526,102866.88655367392,1.026629196444212,1.9539998746381768,73.95402625811602
383.251,2.5,374.904,2011.51,77.2027,500000,100000,1,2.5,77.2027,335.88798868408577,2.466585372104024,407.94659467745817,1978.0519450380727,61.135217572519096,493321.7176444821,106287.14388662872,0.999103638851966,2.3873282746760567,62.147287440426354
383.251,3.0,374.778,2011.51,77.7338,500000,100000,1,3.0,77.7338,375.35838704282986,2.7728139736412167,372.6387708040048,1870.5585504672367,70.58317781127218,481046.2113812812,93402.22609567478,0.9432020722155634,3.070741922740184,76.99052193313277
383.251,3.5,374.687,2011.51,78.1159,500000,100000,1,3.5,78.1159,344.1953366884276,3.725598071201553,400.7339132167124,1929.22559618434,110.63893695007536,490446.47980562353,104974.12338507178,0.9535861327614924,3.0788244863660528,74.5738012129076
383.251,4.0,374.619,2011.51,78.404,500000,100000,1,4.0,78.404,398.0227428211187,3.904129211468783,403.4443328315673,2335.3688861998407,94.02554273635452,494811.0352852311,105754.932642019,1.0294240156698922,3.538493353216072,76.51009284675159
383.251,4.5,374.566,2011.51,78.6289,500000,100000,1,4.5,78.6289,399.1623516013199,4.589710380402828,421.2391307271671,1896.1656890842105,71.43435120665683,455826.46578365937,101045.79961267732,1.0391548323629858,4.604826900065743,89.47507047954574
383.251,5.0,374.523,2011.51,78.8094,500000,100000,1,5.0,78.8094,390.4810395629966,5.089712018169729,378.6179185145989,1847.368940409242,77.58085894148772,532559.6691571828,103954.06791605472,1.05545140261753,4.827711933359481,78.45416451050056
385.271,0.5,377.429,2011.51,66.5485,500000,100000,1,0.5,66.5485,399.8532880661786,0.5297201560298289,320.4806750186403,1821.7821461958235,88.17751170836783,503448.9705317925,94805.78454782622,1.002258899175711,0.4847824327649929,75.04033640509289
385.271,1.0,375.789,2011.51,73.4681,500000,100000,1,1.0,73.4681,384.2002419126829,1.0561101666646684,388.9406956557242,1782.3070358010116,72.95208432390812,460271.6633119282,89665.21330857732,1.0006767913276038,1.0422678882526546,69.6342724126959
385.271,1.5,375.194,2011.51,75.9766,500000,100000,1,1.5,75.9766,421.52547298907166,1.5342918608962008,330.48406180964383,2074.034213718945,73.2802440962586,450608.5215065717,94040.53836544736,0.9179112013123346,1.598177028477613,78.70976732126931
385.271,2.0,374.888,2011.51,77.2708,500000,100000,1,2.0,77.2708,377.0477551650144,1.847140870374072,397.7653249314197,2334.129999142694,109.4930275435978,498510.79082044953,96874.21237273637,1.0058470399181374,2.0446676629775244,85.80979661856968
385.271,2.5,374.7,2011.51,78.0604,500000,100000,1,2.5,78.0604,380.5371161978272,2.4015346958418102,418.624264191542,2352.0862995656016,91.18495687855476,485273.4261045275,98034.27314250858,1.0175085066944414,2.6200729210734703,83.78799839414319
385.271,3.0,374.574,2011.51,78.5922,500000,100000,1,3.0,78.5922,386.4117572645598,3.218180769133164,314.2039667809817,2089.636820807792,88.23718511860103,463920.4594984311,98654.32826321817,1.031005858644704,3.026271861684448,73.5957729138815
385.271,3.5,374.484,2011.51,78.9748,500000,100000,1,3.5,78.9748,380.3592336233525,3.6490875873883977,351.47085949489383,1925.066028901582,67.82612399216941,501039.0404310525,98190.7085329914,1.0278885023565547,3.711035730323072,70.66756867620057
385.271,4.0,374.415,2011.51,79.2632,500000,100000,1,4.0,79.2632,419.0259493004131,4.035565959941087,363.6723755805296,2015.8267527642845,68.56381135082826,477045.48307018855,104992.3560071939,0.961466039094796,4.189464083314998,74.68307857033517
385.271,4.5,374.362,2011.51,79.4884,500000,100000,1,4.5,79.4884,398.9666128954864,4.772571188317297,395.6290342955028,1825.045400207644,67.59384391546796,469597.6824025896,96485.35715307476,1.006152114672661,4.578767572048771,73.28193480434841
385.271,5.0,374.319,2011.51,79.6691,500000,100000,1,5.0,79.6691,381.7091284495237,4.4789170946643,387.888475925534,2425.283289308817,80.73014081698291,459564.04864744464,100710.81400652592,0.9324501554055328,4.846366353300371,77.84807052122899
387.291,0.5,377.232,2011.51,67.3773,500000,100000,1,0.5,67.3773,377.168703933008,0.4860442434400553,424.9593506900267,2191.324768889071,58.260166954278205,538180.5089829676,89511.52817361621,0.937369554561292,0.4907076015942562,64.44080191973597
387.291,1.0,375.59,2011.51,74.309,500000,100000,1,1.0,74.309,385.4181941095302,1.1058006028415497,353.37857554362216,1905.853043657621,64.58837675060394,503777.1951664205,91724.74094903115,1.0184910908364175,0.9981720547549596,81.54922640501277
387.291,1.5,374.994,2011.51,76.8213,500000,100000,1,1.5,76.8213,361.1839959843628,1.5019638861889348,402.4102178218515,1784.0476034500714,68.66041913559515,486409.3123330849,95432.2595802147,0.9077126731652736,1.4816703977945096,67.91081853247904
387.291,2.0,374.687,2011.51,78.1172,500000,100000,1,2.0,78.1172,354.3212346665561,1.946176286992521,450.7143592354736,2314.34426843782,79.58973890760416,499350.6712360532,98611.5579021142,0.9779983159591904,1.744801213314512,77.6426262772239
387.291,2.5,374.499,2011.51,78.9078,500000,100000,1,2.5,78.9078,397.3152339848253,2.7097724902656086,367.6469026274886,2231.4301063167404,83.65633044245183,503114.9584073751,101160.32873559635,0.9974107557124332,2.3030088084168123,71.98088493588305
387.291,3.0,374.373,2011.51,79.4403,500000,100000,1,3.0,79.4403,438.2658941136469,2.99947787271402,395.5670397272478,1801.556009020377,98.8666522296322,559754.5229020691,102214.26703966928,1.0249714330487234,3.112970502530114,95.1948436409866
387.291,3.5,374.282,2011.51,79.8234,500000,100000,1,3.5,79.8234,386.6134636263471,2.971752565150636,371.2182118977013,2160.4263469217044,83.87933860822206,549975.0646843577,101802.47478661955,1.0531397398565634,3.448951239103438,88.4855873956724
387.291,4.0,374.214,2011.51,80.1121,500000,100000,1,4.0,80.1121,382.4979130059311,3.938507819996972,269.10759353954694,1535.7590613680925,73.44556645921156,541321.5458323538,96408.602893237,1.0302581879484616,4.090512997027159,92.2736211566626
387.291,4.5,374.16,2011.51,80.3376,500000,100000,1,4.5,80.3376,385.9322725721735,4.108031447016158,324.346229301505,2032.4855311984336,85.00624196108758,502287.1474070014,106756.66051003872,0.9725251040921724,4.730092170139399,81.17219645496402
387.291,5.0,374.117,2011.51,80.5186,500000,100000,1,5.0,80.5186,387.8672142510723,5.305701980533352,340.7955909994518,2053.854711068046,70.13550938850338,491028.6733362413,92535.45275452518,1.0093097455976594,4.746555489810612,87.75850994391314
389.312,0.5,377.038,2011.51,68.1982,500000,100000,1,0.5,68.1982,407.5762572536064,0.4858048039453974,329.64232228425857,2170.021008012905,66.21527759428626,489633.19420215633,99108.5638681458,1.017094007412627,0.5067428406082185,63.55748302221813
389.312,1.0,375.391,2011.51,75.1451,500000,100000,1,1.0,75.1451,380.7523711120583,1.0113152103872567,329.0037079936311,1933.715320944968,85.15748435449167,507743.063003672,101648.63313819356,1.0212337428697102,1.1262051104832302,68.59633941612425
389.312,1.5,374.795,2011.51,77.6617,500000,100000,1,1.5,77.6617,434.0614313151229,1.381977823341226,342.2374235462309,2198.2373895052,91.70824125374295,533143.5893704804,100656.5341133518,1.0105583484413925,1.5409978042818324,80.51128746122906
389.312,2.0,374.487,2011.51,78.9598,500000,100000,1,2.0,78.9598,374.3663597167091,1.974916632818877,424.2001584419865,1934.355403154147,95.9325953614428,503130.7883660986,99874.83588179798,1.058307823579672,1.8733189649554,72.5211259793038
389.312,2.5,374.299,2011.51,79.7515,500000,100000,1,2.5,79.7515,392.55209210419207,2.4523453390908907,434.381401189491,2280.251696011122,101.3088676754635,530027.5122865752,103096.85421401353,1.0387375733587292,2.584982670139982,83.13096370486454
389.312,3.0,374.173,2011.51,80.2848,500000,100000,1,3.0,80.2848,378.2020809443902,2.884550038648292,349.8538393191836,2033.5527758104256,60.90957823097838,533364.3631972553,103480.63943235768,0.9491940493790154,3.041262388093004,80.31572847774916
389.312,3.5,374.082,2011.51,80.6684,500000,100000,1,3.5,80.6684,394.8765413496947,3.531097158013292,386.8692570456834,1900.906397193404,107.21163648671308,491202.2052441967,96789.98624170966,1.0919197784276156,3.576414271727318,69.21399037683472
389.312,4.0,374.013,2011.51,80.9576,500000,100000,1,4.0,80.9576,393.6681667514222,4.196747208780713,359.0593120552795,1889.82133825709,100.7526977947481,515036.93616676336,95912.32273387704,0.9568163205366274,3.824501953295968,96.0942785367521
389.312,4.5,373.96,2011.51,81.1834,500000,100000,1,4.5,81.1834,400.8094506723242,4.79605991400365,388.8161718869015,2174.5992368037264,101.75714934878891,484425.9878403539,98700.87707215716,0.9627928030439508,4.241318580427135,81.43747724901475
389.312,5.0,373.917,2011.51,81.3645,500000,100000,1,5.0,81.3645,373.4098570028309,4.906402491698271,322.9883947395232,1835.03167300988,74.42583352336335,487227.82636647485,101277.1164988617,1.0097584763366103,4.940422504083755,62.09743417207053
391.332,0.5,376.845,2011.51,69.0117,500000,100000,1,0.5,69.0117,398.5456831653925,0.4768371686305063,379.6549093967189,1999.8590920624565,82.6102109682997,504662.280307343,102609.33857841372,1.0343958871994596,0.5199199776919596,71.1457675954089
391.332,1.0,375.195,2011.51,75.9728,500000,100000,1,1.0,75.9728,395.6200268012692,1.0171798767589109,370.21217394923343,2110.919734688787,61.30856946693916,489014.421584605,93698.944578528,0.9458395223939162,1.0012874918742696,54.24967485413465
391.332,1.5,374.598,2011.51,78.4936,500000,100000,1,1.5,78.4936,393.9337644261623,1.6269234764328655,340.03202335859146,1973.5558138657443,91.54868313445792,485644.2118220748,95945.49732972874,1.0035147644647766,1.5567337833796018,69.59869208606922
391.332,2.0,374.289,2011.51,79.7936,500000,100000,1,2.0,79.7936,348.3088433691975,2.0102690516748587,423.9779102659309,1790.7438265936753,74.09984314984645,501344.7226466994,107467.5164378405,0.9106175135619564,2.031992490651763,69.90068967346377
391.332,2.5,374.101,2011.51,80.5866,500000,100000,1,2.5,80.5866,427.46440744686623,2.614721518818937,408.9115007897821,1735.6382915945396,80.5880874860493,507223.4387300439,104393.31383869077,1.004380280742437,2.58645136642595,94.33515410693984
391.332,3.0,373.975,2011.51,81.1206,500000,100000,1,3.0,81.1206,413.1936806183522,2.977290376208789,396.3859315129264,1841.8345430727225,88.80074300439988,519278.0146568751,103071.22349113824,1.0244389486385443,2.975186667637492,88.23660154116982
391.332,3.5,373.884,2011.51,81.5047,500000,100000,1,3.5,81.5047,378.0973023825271,3.6111679689056926,369.8466709519411,2342.608335557837,76.48383245464358,476039.33322157327,98412.83463700964,0.9691135229961464,3.6707887720478136,80.18959663528419
391.332,4.0,373.815,2011.51,81.7943,500000,100000,1,4.0,81.7943,343.90492276758187,3.8823782802151374,383.53622786969714,1867.1002714751307,75.24884290783034,510327.54981927446,94815.10890655796,0.9086063500160666,4.081427375041847,73.3189279275678
391.332,4.5,373.761,2011.51,82.0204,500000,100000,1,4.5,82.0204,387.0084823963445,4.640584010187122,355.96629599625726,1830.404307218501,85.76300297729892,474007.9926134954,94735.77317725998,1.0224713486257448,4.5623018669617466,79.9227388227094
391.332,5.0,373.718,2011.51,82.2018,500000,100000,1,5.0,82.2018,402.5354982496834,4.928801110838141,290.1305446628661,2184.2128902441004,74.2512486549383,453485.1763351373,92612.93169986836,1.096325102268113,4.993702175675351,88.48887794712873
393.352,0.5,376.654,2011.51,69.8174,500000,100000,1,0.5,69.8174,420.8739629845989,0.470545507816643,471.2368118617633,1746.0946669927807,63.82924959106274,497928.2811215992,93869.5669553586,0.9621650324663812,0.4781285278155497,63.70292228702776
393.352,1.0,375.001,2011.51,76.7927,500000,100000,1,1.0,76.7927,397.2383099852482,0.9935351271482246,368.5313187478097,1503.168111586458,65.02477983574929,527258.0552095196,102495.71100185388,0.9820800991484256,0.97853949446247,82.56641360765451
393.352,1.5,374.402,2011.51,79.3178,500000,100000,1,1.5,79.3178,392.8730036212479,1.5572356725532244,385.5132220197352,2092.57885807594,73.54343570074842,490357.710893209,100370.61781243514,0.926048381362583,1.4476870128815,74.76707389581705
393.352,2.0,374.093,2011.51,80.6197,500000,100000,1,2.0,80.6197,406.0807908636976,2.099056682744279,326.8006269652675,2047.91121776554,72.9626530257956,485268.546695505,104046.48594478217,1.0346795848240875,2.1546743889688926,71.40761258630528
393.352,2.5,373.905,2011.51,81.4138,500000,100000,1,2.5,81.4138,389.9568353156839,2.4994671327945155,330.1579771621703,1866.8183508118084,86.09928096779701,462418.9368050728,98062.926890524,0.9824796570471904,2.626112422475177,87.8210766195409
393.352,3.0,373.778,2011.51,81.9486,500000,100000,1,3.0,81.9486,380.14278024874153,2.8882531848772417,440.7758683771097,2330.010472521794,104.07079182106432,490106.3652726621,94873.20318017184,0.9912790143583624,3.1834237051153624,77.57809416450559
393.352,3.5,373.687,2011.51,82.3332,500000,100000,1,3.5,82.3332,367.8887226081115,3.447858861157686,440.5535969759022,1994.9373124195984,82.37481727773003,525685.3909800089,100166.85226294844,1.103007976016911,3.557383795975324,98.21156870168856
