hot_inlet_temperature_k,cold_inlet_mass_flow_kg_s,hot_outlet_temperature_k,cold_outlet_temperature_k,hx_1_heat_load_kw,hot_outlet_pressure_pa,cold_outlet_pressure_pa,hot_outlet_mass_flow_kg_s,cold_outlet_mass_flow_kg_s,hx_1_logarithmic_mean_temperature_difference_lmtd_k,hot_inlet_temperature_k_noisy,cold_inlet_mass_flow_kg_s_noisy,hot_outlet_temperature_k_noisy,cold_outlet_temperature_k_noisy,hx_1_heat_load_kw_noisy,hot_outlet_pressure_pa_noisy,cold_outlet_pressure_pa_noisy,hot_outlet_mass_flow_kg_s_noisy,cold_outlet_mass_flow_kg_s_noisy,hx_1_logarithmic_mean_temperature_difference_lmtd_k_noisy
373.15,0.5,378.649,2011.51,61.3959,500000,100000,1,0.5,61.3959,382.417444309807,0.4830376317378194,391.8368239392793,1613.1159681532563,57.050382172536295,502455.1536419764,100394.18879834068,1.0160076203919732,0.5166000269288452,67.29539866538349
373.15,1.63636,376.342,2011.51,71.136,500000,100000,1,1.63636,71.136,375.2195382175118,1.7572641191210252,428.09576368980254,2058.179815810692,73.03589489659336,477750.7468583226,97659.12448089127,1.078335299852023,1.5997627936411665,72.57310027512047
373.15,2.77273,375.879,2011.51,73.088,500000,100000,1,2.77273,73.088,379.19659665898337,2.527080445611741,298.0252851173378,1857.0663392923464,101.7976478089472,459110.9677164134,107175.60295651946,0.8950961653255233,2.8312068805667536,88.79677838328696
373.15,3.86364,375.687,2011.51,73.8998,500000,100000,1,3.86364,73.8998,324.27210572044555,4.0409362959864605,359.7109724737919,2149.6752750996707,53.01289347787257,468888.29730506334,95766.77934439424,1.0364984224178508,3.581544153795263,74.92915326587813
373.15,5.0,375.574,2011.51,74.3736,500000,100000,1,5.0,74.3736,368.7731905590532,4.854208570686011,402.224769401184,1976.7317091749912,69.9105631394951,544312.3737891999,98776.70984648264,1.138195694143281,5.441208716556111,83.74009019177001
375.17,0.5,378.441,2011.51,62.2757,500000,100000,1,0.5,62.2757,348.6197679352473,0.5351411899376991,306.1745587999237,2114.5646969784234,63.9868348922524,493173.0837766418,100460.54961341084,0.9420176642306088,0.4675007038411576,48.749683260023374
375.17,1.63636,376.128,2011.51,72.0379,500000,100000,1,1.63636,72.0379,416.2596618567565,1.6259528008013244,429.428235039729,2097.7667446069863,82.31063116373726,508335.24355477776,98299.9687654826,0.9508756826516056,1.7310687015421091,66.91723141838251
375.17,2.77273,375.665,2011.51,73.9927,500000,100000,1,2.77273,73.9927,379.86887013321314,2.777472017747963,358.9490268694841,2009.094531192263,72.85506570386988,511356.76919131074,90129.9036587593,0.9650894876481624,2.7409584288404023,78.99421880461448
375.17,3.86364,375.472,2011.51,74.8055,500000,100000,1,3.86364,74.8055,380.3603043592322,3.735920210392724,384.09236391172607,2025.0485293375327,72.19785842314916,539959.4190131503,92924.4186568171,0.9429522432337754,3.805112881178709,69.87956761069248
375.17,5.0,375.36,2011.51,75.2798,500000,100000,1,5.0,75.2798,353.7295916681443,5.07675076500134,356.153058823922,2062.8845487269564,78.72251750572141,520530.48337539606,99679.39850691496,1.0083080440845895,4.905433685139878,83.64802713438782
377.19,0.5,378.234,2011.51,63.1484,500000,100000,1,0.5,63.1484,383.93769072248847,0.5072933181344578,363.5919085144816,1477.0972541088242,65.5272514737243,504516.1132749079,98529.27601431785,1.0180509643975302,0.4909827086610093,77.45956534818552
377.19,1.63636,375.915,2011.51,72.935,500000,100000,1,1.63636,72.935,397.727063783506,1.712018888683497,383.5932496768916,1957.4580216094507,75.79820381778342,506151.0580829287,100080.05722119332,1.0106465616293157,1.7443784551829495,74.3836537827897
377.19,2.77273,375.451,2011.51,74.8932,500000,100000,1,2.77273,74.8932,353.4103590632182,2.6953523583475,375.2478308993306,1703.2701503668009,56.81104597801139,516044.27712164895,93754.72429564358,1.0708608999802371,2.4325787275594903,73.45004537410125
377.19,3.86364,375.258,2011.51,75.7073,500000,100000,1,3.86364,75.7073,358.6792375955612,3.716705642445023,360.8244465899213,2074.266109053553,67.62292064110528,501646.6182208924,95975.08061898033,1.0692154335004949,3.5411523017983253,69.58473955773631
377.19,5.0,375.146,2011.51,76.1824,500000,100000,1,5.0,76.1824,389.0644851442584,5.111439962804282,410.3858296034194,1746.1107229940694,81.48951129438039,493271.5665107501,93757.0698651118,1.0394316684075589,4.923023303581171,77.08186578213
379.211,0.5,378.029,2011.51,64.0117,500000,100000,1,0.5,64.0117,363.4927986456616,0.5476872668138317,391.0093949962833,1988.5121850931148,64.31408288031233,480662.223774981,91057.45370899235,1.0645965523201528,0.5112793668853755,69.77813865431072
