hot_inlet_temperature_k,cold_inlet_mass_flow_kg_s,hot_outlet_temperature_k,cold_outlet_temperature_k,hx_1_heat_load_kw,hot_outlet_pressure_pa,cold_outlet_pressure_pa,hot_outlet_mass_flow_kg_s,cold_outlet_mass_flow_kg_s,hx_1_logarithmic_mean_temperature_difference_lmtd_k,hot_inlet_temperature_k_noisy,cold_inlet_mass_flow_kg_s_noisy,hot_outlet_temperature_k_noisy,cold_outlet_temperature_k_noisy,hx_1_heat_load_kw_noisy,hot_outlet_pressure_pa_noisy,cold_outlet_pressure_pa_noisy,hot_outlet_mass_flow_kg_s_noisy,cold_outlet_mass_flow_kg_s_noisy,hx_1_logarithmic_mean_temperature_difference_lmtd_k_noisy
373.15,0.5,378.649,2011.51,61.3959,500000,100000,1,0.5,61.3959,382.417444309807,0.4830376317378194,391.8368239392793,1613.1159681532563,57.050382172536295,502455.1536419764,100394.18879834068,1.0160076203919732,0.5166000269288452,67.29539866538349
373.15,0.727273,377.661,2011.51,65.5662,500000,100000,1,0.727273,65.5662,368.7815897257207,0.6992350928624722,352.95500933490285,2151.1361391451737,64.98629902107915,525288.5937792616,103263.8977454212,1.005486320444979,0.7376777481243342,57.203806044265065
373.15,0.954545,377.113,2011.51,67.8812,500000,100000,1,0.954545,67.8812,364.5037843963515,0.998546487997264,407.3932855639546,1957.340996021367,57.25822115153721,493949.2531059296,95118.50481894775,0.9842584408906344,0.977908588284114,64.59504181713149
373.15,1.22727,376.707,2011.51,69.5941,500000,100000,1,1.22727,69.5941,354.25310337236044,1.161384449032362,326.25574972644785,1735.3942264140187,67.56455187393479,499803.9289361672,100733.95268761886,1.0001341835269872,1.3623004204812892,72.9978743319088
373.15,1.45455,376.48,2011.51,70.553,500000,100000,1,1.45455,70.553,368.9375786736724,1.4984844955752743,384.19743141788587,2161.004889128996,64.40982844024695,479625.2173907872,104123.0947791005,0.9581083964246752,1.615734725013869,76.17674076978251
373.15,1.68182,376.312,2011.51,71.2628,500000,100000,1,1.68182,71.2628,351.67533732924335,1.7024642296507655,446.8169279940219,2221.65188011442,91.27686322003152,479236.43239733,97208.91741217989,1.0457214236582686,1.5781473634352297,85.22309624549048
373.15,1.90909,376.182,2011.51,71.8093,500000,100000,1,1.90909,71.8093,407.7088802274755,1.9993549660117544,420.7937339344117,2155.0956487289827,54.085315409519445,497496.7523160442,110959.43791242098,0.9840134592110684,1.9672563138943344,81.95158660167536
373.15,2.13636,376.079,2011.51,72.243,500000,100000,1,2.13636,72.243,377.0468725238012,2.103850489563759,409.6654055305359,1815.4820944098392,69.35014132555933,454407.8086555569,93780.0633211972,1.0353355727153628,2.0245779131516413,70.24619313968496
373.15,2.40909,375.981,2011.51,72.6584,500000,100000,1,2.40909,72.6584,370.9922921713414,2.3778655661254984,275.51107953790773,1847.0611868282965,100.35206341687233,462799.33338485815,100480.03534955948,1.0073743828744617,2.368064904300583,70.44731364773767
373.15,2.63636,375.914,2011.51,72.9405,500000,100000,1,2.63636,72.9405,392.8732579356794,2.6640003975282616,345.1612655565861,1775.1619415311282,74.04189467799362,484541.40937270696,92230.1202487772,0.9881795639603146,2.919076013961992,77.37431401119208
373.15,2.86364,375.858,2011.51,73.1788,500000,100000,1,2.86364,73.1788,360.5203277792916,2.7675627523683586,321.44478295636054,2075.9594885741617,82.76109038504194,481015.7998842023,107811.5179890369,1.0249041172314317,2.6186754979495817,74.97761731805441
373.15,3.09091,375.809,2011.51,73.3828,500000,100000,1,3.09091,73.3828,367.380870097556,2.830969293294583,417.4778247933401,1878.8745838442244,72.62772185022544,466159.68517761707,96642.26938179629,0.987717406875832,3.0401481553074,82.48194327662023
373.15,3.36364,375.76,2011.51,73.5919,500000,100000,1,3.36364,73.5919,350.83177491121484,3.663287310757568,396.8181402198743,2136.226350555419,51.8327656192412,488419.5818173959,98389.61422557636,1.016290777792875,3.178565443135391,66.89767053508643
373.15,3.59091,375.724,2011.51,73.7423,500000,100000,1,3.59091,73.7423,379.8972241373262,3.629632357311662,380.86137403946674,2471.169920450164,73.89140714847201,469509.5579149038,102443.19612084104,1.0032887041149532,3.507540426285588,89.10372572787514
373.15,3.81818,375.693,2011.51,73.8751,500000,100000,1,3.81818,73.8751,402.3423390083498,3.905846211104985,331.4618726042236,2020.460583000312,86.85090413097859,469925.0906936553,96497.32970714956,0.9795473576100217,3.9333070575684506,74.08867472389966
373.15,4.04545,375.665,2011.51,73.9932,500000,100000,1,4.04545,73.9932,374.86202668821113,4.118049156957182,366.2856604548309,1911.5746700000168,87.40362734710676,486939.5869954761,96224.11437411784,0.9859790054489824,4.066978214676325,75.0578470164144
373.15,4.27273,375.639,2011.51,74.099,500000,100000,1,4.27273,74.099,363.4803734025594,4.607467355657678,420.4440555009714,1878.0359231898256,81.33427464104399,496341.289138763,95605.29329493453,1.0398792098667438,4.328937700780581,81.19743984656597
373.15,4.54545,375.613,2011.51,74.2121,500000,100000,1,4.54545,74.2121,382.7262871333125,4.887755848779024,413.0059719323911,2145.113140508804,62.456511695273285,563007.6629043809,94004.86120814332,1.0018114975045742,4.72796700437033,79.76209620320893
373.15,4.77273,375.593,2011.51,74.2966,500000,100000,1,4.77273,74.2966,365.8342421329368,4.745607328904978,398.1102225602604,2015.34623133301,72.282207683183,475943.3303470967,106908.19251356291,0.992596461742696,4.626294414848256,79.52683326878858
373.15,5.0,375.574,2011.51,74.3736,500000,100000,1,5.0,74.3736,368.7731905590532,4.854208570686011,402.224769401184,1976.7317091749912,69.9105631394951,544312.3737891999,98776.70984648264,1.138195694143281,5.441208716556111,83.74009019177001
375.17,0.5,378.441,2011.51,62.2757,500000,100000,1,0.5,62.2757,348.6197679352473,0.5351411899376991,306.1745587999237,2114.5646969784234,63.9868348922524,493173.0837766418,100460.54961341084,0.9420176642306088,0.4675007038411576,48.749683260023374
375.17,0.727273,377.451,2011.51,66.4554,500000,100000,1,0.727273,66.4554,382.7493879975555,0.7074088467626738,357.8674439349911,2136.902138860999,75.0945610393852,520145.2988876446,90264.82817964778,0.931438650384564,0.7571995090437316,65.51003560528088
375.17,0.954545,376.899,2011.51,68.7851,500000,100000,1,0.954545,68.7851,339.1767301578129,0.9213048274524782,316.1509821356737,1821.273831349008,76.38890923367642,512113.8231565323,104134.41188953418,1.012750334056599,0.9099820106025706,73.23690277363877
375.17,1.22727,376.494,2011.51,70.4937,500000,100000,1,1.22727,70.4937,374.5188592679842,1.25455172088967,388.0340006662639,2054.1881149120563,78.27966079399303,500500.62785287935,104044.18214776817,1.0337477960231427,1.154795226528632,69.05646704654947
375.17,1.45455,376.266,2011.51,71.4541,500000,100000,1,1.45455,71.4541,358.1112554292329,1.4193510289417008,367.12596339257146,1946.5506969417384,69.80052737325141,520246.8361602623,103427.3648074202,1.062298964294602,1.4932125381024834,72.6158766636178
